,C3L-00625-03,C3L-01053-01,C3L-01971-02,C3L-03743-01,C3N-00303-01,C3N-00516-02,C3N-01385-02,C3N-02579-02,C3N-02590-01,C3N-02696-02-2,C3N-03061-01,C3N-03853-02,C3L-02606-02,C3L-03639-03,C3N-02696-02,C3N-03000-02,C3N-04284-01
ENSG00000207023.1,1,1,5,5,7,1,3,6,0,5,5,2,2,5,7,0,0
ENSG00000207024.1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,0,1
ENSG00000207025.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207027.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207029.1,6,2,1,3,5,2,3,3,2,13,3,3,8,0,13,2,3
ENSG00000207031.1,10,12,9,13,9,10,6,15,5,10,16,10,13,22,15,6,8
ENSG00000207032.1,2,1,1,0,4,2,3,0,1,18,0,1,0,2,3,2,2
ENSG00000207033.1,0,0,0,2,0,0,0,1,0,0,1,1,10,37,0,2,0
ENSG00000207034.1,45,53,50,60,110,46,35,43,6,41,77,40,38,77,30,32,26
ENSG00000207036.1,37,22,45,40,39,34,14,29,6,30,19,22,15,30,29,37,26
ENSG00000207037.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000207039.1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,1,0
ENSG00000207041.1,35,26,36,21,22,17,37,45,10,64,50,42,17,7,45,36,50
ENSG00000207042.1,9,7,5,9,6,8,4,7,4,11,12,10,7,13,11,11,11
ENSG00000207044.1,5,10,4,14,13,29,3,14,9,14,28,4,8,8,31,31,10
ENSG00000207045.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207046.1,5,2,2,0,3,7,4,11,1,9,2,4,3,17,8,3,13
ENSG00000207047.2,0,1,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0
ENSG00000207049.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207051.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207052.1,6,15,7,4,7,9,14,18,4,20,10,21,7,12,25,7,13
ENSG00000207053.1,6,7,16,8,7,6,5,10,2,8,8,7,13,8,12,15,10
ENSG00000207056.1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
ENSG00000207058.1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,0
ENSG00000207060.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207061.1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
ENSG00000207062.1,6,5,1,2,7,1,2,2,0,8,1,0,6,2,4,4,3
ENSG00000207063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207065.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207067.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207068.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000207069.1,0,2,3,0,5,5,4,2,0,6,0,0,0,1,5,0,0
ENSG00000207071.1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,6,0
ENSG00000207072.1,18,4,12,13,14,4,8,14,1,21,7,17,5,5,13,9,5
ENSG00000207073.1,2,8,1,2,2,2,0,1,1,4,2,0,5,4,3,4,4
ENSG00000207075.1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000207076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207077.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207080.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207081.1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1
ENSG00000207082.1,94,94,46,31,29,80,149,106,28,211,75,35,31,19,94,84,149
ENSG00000207083.1,1,0,4,0,1,1,1,0,1,2,0,1,1,0,0,0,0
ENSG00000207084.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000207086.1,17,11,7,10,25,25,17,29,6,30,23,27,18,18,30,21,11
ENSG00000207087.1,0,9,8,9,6,4,11,0,2,27,4,4,0,0,15,2,4
ENSG00000207088.1,379,670,509,314,688,224,431,442,232,1139,337,364,399,146,421,301,333
ENSG00000207089.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000207090.1,11,2,3,5,4,6,4,1,0,8,1,2,4,0,5,2,1
ENSG00000207091.1,26,5,12,9,21,24,7,27,4,25,10,10,5,26,6,10,7
ENSG00000207092.1,22,19,19,29,42,14,22,35,14,37,54,19,23,40,29,21,25
ENSG00000207093.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207094.1,0,0,0,3,1,0,0,0,0,0,0,1,2,1,1,0,0
ENSG00000207095.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ENSG00000207097.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207098.1,0,2,4,0,1,1,0,0,1,4,2,2,1,1,5,1,3
ENSG00000207099.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207100.1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,0
ENSG00000207101.1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
ENSG00000207104.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000207105.1,2,6,2,5,5,6,4,5,0,10,10,8,1,1,8,9,9
ENSG00000207108.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207109.1,8,7,14,12,6,7,9,36,5,12,14,15,9,24,8,13,7
ENSG00000207110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207113.1,0,1,2,2,0,1,0,4,1,1,2,2,3,0,4,3,1
ENSG00000207114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000207115.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000207116.1,3,2,0,0,0,2,0,2,0,2,1,3,3,0,0,0,1
ENSG00000207117.1,23,27,19,27,12,25,22,31,5,47,33,11,15,12,37,21,27
ENSG00000207118.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207119.2,5,6,6,4,10,10,6,16,4,17,1,8,3,5,10,10,3
ENSG00000207121.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207122.1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
ENSG00000207123.1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000207124.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207128.1,4,3,3,4,7,5,8,2,0,9,2,2,3,6,5,4,8
ENSG00000207129.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207131.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000207132.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000207133.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207134.1,10,4,5,4,3,10,8,11,1,9,7,6,7,5,7,2,2
ENSG00000207135.1,1,0,0,0,0,4,0,1,0,3,1,1,0,0,2,1,1
ENSG00000207136.1,8,2,9,10,0,5,5,6,1,9,7,5,3,6,10,9,13
ENSG00000207137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207138.1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000207139.1,2,1,12,6,1,9,6,17,0,5,10,2,0,7,9,4,16
ENSG00000207142.1,1,7,6,4,14,8,19,10,3,21,9,2,4,4,21,1,7
ENSG00000207144.1,1,8,9,2,0,5,5,4,0,9,3,2,0,3,10,2,12
ENSG00000207145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207146.1,8,7,10,15,17,13,19,19,8,11,16,11,50,95,8,13,7
ENSG00000207147.1,3,1,4,2,0,0,0,2,0,0,0,1,0,3,3,0,2
ENSG00000207148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000207151.1,2,6,6,2,14,4,9,6,2,4,5,2,5,5,9,3,1
ENSG00000207153.1,1,2,2,2,14,1,0,0,1,4,0,0,0,3,4,0,1
ENSG00000207154.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000207155.1,3,4,4,2,21,4,9,4,2,13,9,1,4,5,11,4,0
ENSG00000207156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207157.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207160.1,0,3,4,3,2,1,1,6,0,1,3,14,2,1,4,5,2
ENSG00000207161.1,0,0,1,6,0,0,0,0,0,0,0,0,7,0,0,0,0
ENSG00000207162.1,8,5,2,3,11,5,1,3,2,25,10,5,5,3,6,6,2
ENSG00000207163.1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6
ENSG00000207164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207166.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207167.1,1,0,1,6,3,6,1,8,0,4,2,2,3,4,2,2,0
ENSG00000207168.1,2,6,4,1,1,2,3,4,1,1,6,1,3,1,0,4,3
ENSG00000207169.1,2,2,0,3,0,4,2,1,0,10,0,0,5,2,3,3,0
ENSG00000207170.1,1,1,7,6,2,3,2,6,0,1,2,9,0,2,2,2,4
ENSG00000207171.1,8,4,6,17,24,9,9,23,1,9,23,6,4,15,9,7,3
ENSG00000207172.1,6,3,5,0,2,1,2,4,1,6,3,2,1,1,4,0,6
ENSG00000207173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207175.1,5,7,6,7,17,10,14,80,22,15,1,2,7,5,19,7,4
ENSG00000207176.1,0,1,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0
ENSG00000207177.1,2,0,0,1,0,0,1,8,0,3,2,2,0,2,3,2,3
ENSG00000207178.1,1,0,1,0,0,0,0,2,0,2,0,1,0,2,4,0,0
ENSG00000207180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207181.1,63,91,59,63,171,65,79,104,41,92,90,102,65,50,79,50,112
ENSG00000207182.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000207183.1,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,4,0
ENSG00000207185.1,34,22,17,18,21,17,18,32,11,31,11,16,28,17,19,12,31
ENSG00000207186.1,6,1,1,5,4,2,0,0,3,10,0,0,1,1,11,14,5
ENSG00000207187.1,2,0,1,0,5,2,4,2,2,1,1,0,0,0,5,1,2
ENSG00000207189.1,8,6,6,4,5,1,3,5,4,10,2,5,5,1,13,3,1
ENSG00000207190.1,0,3,4,0,7,2,1,3,0,4,6,1,2,0,2,6,7
ENSG00000207191.1,1,3,1,1,4,0,4,0,2,3,1,2,0,0,6,2,1
ENSG00000207192.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207193.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207194.1,7,11,6,17,9,12,6,13,1,10,16,14,10,18,8,6,11
ENSG00000207195.1,21,8,7,11,6,20,6,13,3,5,14,15,7,18,7,8,3
ENSG00000207196.1,1,1,0,1,0,1,0,1,0,9,2,1,0,1,6,1,3
ENSG00000207197.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207198.1,12,18,7,7,8,12,10,16,7,4,13,15,8,13,7,9,4
ENSG00000207199.1,13,19,35,71,0,25,11,71,3,17,51,34,18,37,28,30,5
ENSG00000207200.1,5,3,4,4,0,4,2,5,2,5,1,3,1,1,1,2,0
ENSG00000207201.1,1,0,0,0,1,0,3,0,0,2,0,0,3,1,2,1,0
ENSG00000207202.1,0,1,2,1,0,0,1,1,0,6,5,2,4,0,3,0,2
ENSG00000207203.1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,1
ENSG00000207204.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207205.1,18,26,38,22,216,50,50,56,4,130,50,23,55,16,68,23,24
ENSG00000207206.1,2,0,0,0,0,1,1,0,0,2,3,1,2,0,2,0,0
ENSG00000207207.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207208.1,7,11,9,3,21,8,7,10,2,13,7,9,5,17,17,1,5
ENSG00000207209.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207210.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000207214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207215.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
ENSG00000207217.1,50,33,66,67,55,23,53,101,44,152,3,136,63,148,101,26,72
ENSG00000207218.1,7,6,3,21,1,0,17,3,0,14,3,3,3,0,10,1,12
ENSG00000207220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207221.1,2,5,3,3,30,3,3,1,1,5,2,5,5,1,6,3,3
ENSG00000207222.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207223.1,10,8,12,8,13,5,4,5,3,17,10,4,6,5,11,3,7
ENSG00000207225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207229.1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000207231.1,7,12,9,7,14,16,16,8,2,23,15,11,10,2,24,10,7
ENSG00000207233.1,193,223,367,146,547,145,267,239,78,675,255,209,113,229,329,139,337
ENSG00000207234.1,38,22,23,80,24,28,36,44,16,47,41,30,40,40,42,31,23
ENSG00000207235.1,1,0,0,1,1,0,3,1,0,3,3,2,0,1,0,1,5
ENSG00000207237.1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,0,1,1
ENSG00000207240.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207242.1,2,4,0,2,0,1,2,3,0,7,0,1,0,0,1,0,4
ENSG00000207243.1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000207244.1,0,1,1,0,3,0,0,0,0,2,0,0,0,0,1,0,1
ENSG00000207245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207247.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000207248.1,18,10,4,22,21,12,6,22,6,22,20,22,16,43,25,13,10
ENSG00000207249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207251.1,5,2,4,3,3,2,2,0,0,3,1,6,0,2,0,4,0
ENSG00000207252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207256.1,2,0,0,2,1,3,1,2,2,0,0,6,1,13,0,2,0
ENSG00000207257.1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,1
ENSG00000207258.1,14,55,34,13,16,10,13,20,3,54,8,8,62,3,32,4,21
ENSG00000207260.1,0,5,5,3,0,5,22,1,0,16,8,0,0,0,10,1,44
ENSG00000207261.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207264.1,1,0,1,1,0,1,1,1,1,3,5,1,4,0,0,1,1
ENSG00000207265.1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0
ENSG00000207266.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207267.1,5,6,4,4,2,4,2,7,0,1,5,2,0,2,6,1,4
ENSG00000207268.1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
ENSG00000207269.1,0,0,0,0,2,2,0,2,0,0,0,0,0,1,3,0,0
ENSG00000207270.1,11,4,4,8,3,2,0,7,1,8,9,1,2,4,5,1,3
ENSG00000207271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207274.1,7,9,8,0,12,13,3,12,4,15,13,25,13,18,4,15,5
ENSG00000207275.1,2,2,2,3,0,4,3,8,0,1,8,2,0,1,0,5,0
ENSG00000207276.1,1,3,4,1,3,2,2,2,0,10,1,1,0,0,0,1,2
ENSG00000207277.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000207278.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207279.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207281.1,1,3,4,2,3,6,1,1,0,13,1,0,4,6,5,0,1
ENSG00000207282.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207283.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207286.1,35,37,36,38,57,23,27,36,5,61,31,31,9,8,33,16,26
ENSG00000207287.1,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000207289.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207290.1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000207291.1,2,5,3,6,0,0,4,9,0,8,3,1,2,5,1,4,6
ENSG00000207292.1,3,0,4,2,3,3,5,2,1,6,1,3,1,3,5,1,1
ENSG00000207293.1,1,0,0,0,2,0,1,1,0,7,0,1,2,0,3,1,2
ENSG00000207294.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ENSG00000207295.1,3,2,1,0,0,4,1,6,0,2,0,0,0,1,2,2,0
ENSG00000207296.1,0,0,1,0,0,0,0,2,0,1,0,0,10,0,0,0,1
ENSG00000207297.1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,2,1,1
ENSG00000207298.1,20,8,12,7,9,9,7,18,2,9,21,20,23,37,9,18,11
ENSG00000207299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207300.1,0,0,0,0,0,0,0,1,0,0,2,1,0,4,1,0,0
ENSG00000207302.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000207303.1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
ENSG00000207304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207305.1,0,0,0,1,4,0,0,1,0,4,0,0,0,0,0,0,1
ENSG00000207306.1,5,2,9,4,39,8,5,10,5,12,12,8,1,8,2,4,1
ENSG00000207307.1,1,2,2,1,1,2,0,1,2,2,1,1,0,0,2,1,1
ENSG00000207308.1,3,3,1,2,5,3,2,3,1,4,1,2,0,0,1,1,0
ENSG00000207309.1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207310.1,2,3,3,7,7,15,2,15,3,10,4,3,9,2,10,10,2
ENSG00000207312.1,0,3,2,0,0,0,1,1,0,9,0,0,0,0,4,0,4
ENSG00000207313.1,8,25,20,14,43,20,33,34,2,76,24,13,6,26,35,12,27
ENSG00000207316.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207317.1,1,4,4,0,1,0,5,4,0,11,4,0,1,1,6,0,16
ENSG00000207318.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000207320.1,0,1,2,1,2,0,2,0,0,8,1,3,2,1,10,5,2
ENSG00000207321.1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000207322.1,2,0,0,1,4,5,3,4,2,0,0,1,0,0,8,3,0
ENSG00000207323.1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000207325.1,31,22,13,28,20,27,24,36,3,50,35,18,28,33,23,29,11
ENSG00000207326.1,13,9,10,8,10,24,7,18,1,14,10,17,6,25,16,19,4
ENSG00000207327.1,23,17,14,39,5,41,9,26,5,22,25,7,37,16,5,11,4
ENSG00000207328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207329.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
ENSG00000207330.1,2,0,2,5,2,0,1,4,0,7,2,3,1,1,7,1,2
ENSG00000207331.1,0,1,1,6,4,1,0,1,2,3,1,0,0,1,4,2,0
ENSG00000207332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207333.1,1,1,0,6,1,1,0,5,0,3,5,2,1,1,3,2,4
ENSG00000207334.1,1,4,1,3,7,2,1,5,0,1,6,3,1,2,10,1,2
ENSG00000207336.1,20,3,3,13,6,6,13,15,3,7,6,14,7,13,10,12,10
ENSG00000207338.1,1,1,0,1,0,1,4,3,0,0,0,0,1,5,1,0,0
ENSG00000207340.1,19,9,28,32,16,61,21,37,2,15,12,21,13,24,7,17,9
ENSG00000207341.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207342.1,23,20,29,33,11,24,32,43,5,59,28,43,15,28,37,39,17
ENSG00000207343.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207344.1,90,62,65,55,49,51,91,80,19,158,63,106,19,36,55,66,89
ENSG00000207345.1,3,0,2,4,0,1,2,2,1,5,0,4,5,1,3,1,3
ENSG00000207347.1,2,1,4,3,3,4,1,4,0,10,1,0,4,1,4,3,5
ENSG00000207349.1,1,0,1,0,0,0,0,2,0,4,0,0,0,0,3,0,0
ENSG00000207351.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000207352.1,4,5,6,12,4,7,8,7,1,11,3,8,3,6,5,10,9
ENSG00000207355.1,4,1,3,2,3,0,3,6,0,4,10,11,5,8,5,2,2
ENSG00000207356.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207357.1,25,35,32,27,56,23,72,52,6,135,40,64,32,16,125,46,47
ENSG00000207359.1,15,2,2,8,5,8,4,4,0,10,5,5,1,7,3,10,7
ENSG00000207360.1,0,0,2,0,0,0,0,0,0,4,1,1,1,0,0,2,0
ENSG00000207361.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207362.1,8,9,1,13,8,4,6,4,1,21,10,3,9,12,11,4,4
ENSG00000207363.1,11,8,9,5,10,0,8,11,2,8,9,10,19,18,7,7,4
ENSG00000207364.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207365.1,0,0,0,1,0,1,1,4,0,2,0,1,1,3,0,0,0
ENSG00000207366.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000207367.1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
ENSG00000207368.1,12,8,15,22,26,15,6,13,3,16,15,10,20,11,16,12,6
ENSG00000207369.1,4,5,3,3,10,3,3,4,2,7,2,10,4,2,1,4,6
ENSG00000207370.1,33,44,26,78,58,60,46,75,11,82,73,60,61,49,91,67,37
ENSG00000207371.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
ENSG00000207375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207378.1,9,6,15,18,10,16,9,18,3,11,21,12,15,16,23,14,3
ENSG00000207379.1,2,0,1,7,5,2,1,4,0,10,4,3,0,6,8,1,0
ENSG00000207380.1,0,0,4,5,6,5,0,6,0,4,3,3,3,9,4,4,3
ENSG00000207381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207382.1,1,2,0,2,2,4,2,3,3,11,0,3,10,0,7,7,1
ENSG00000207383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207384.1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000207385.1,3,7,3,3,9,4,6,8,1,12,4,3,0,3,11,6,6
ENSG00000207386.1,8,5,5,13,11,4,8,8,2,3,12,8,7,8,11,5,7
ENSG00000207387.1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0
ENSG00000207389.1,0,1,0,1,21,2,31,11,0,12,5,3,4,2,16,2,4
ENSG00000207391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207392.1,14,60,59,36,80,12,50,45,21,95,34,59,39,13,44,23,47
ENSG00000207393.1,0,0,3,1,1,0,5,3,1,3,0,1,2,1,1,6,2
ENSG00000207394.1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0
ENSG00000207395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207397.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207399.1,7,9,9,7,12,13,12,14,3,15,8,6,5,10,13,7,9
ENSG00000207401.1,5,18,15,12,30,18,17,27,4,18,31,4,29,34,15,22,22
ENSG00000207402.1,2,3,6,2,14,4,11,3,0,11,6,5,3,5,7,3,2
ENSG00000207403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207404.1,2,11,5,4,2,6,7,14,1,7,9,0,3,4,2,8,3
ENSG00000207405.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207406.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207407.1,1,3,15,6,4,0,0,0,0,2,3,0,0,2,1,1,5
ENSG00000207408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207410.1,1,12,4,2,36,7,11,3,3,3,11,5,2,2,10,5,7
ENSG00000207411.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207412.1,23,8,9,9,22,14,12,18,5,17,14,5,8,5,10,15,4
ENSG00000207414.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000207415.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
