,C3L-01637-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000273133.1,38,86,41,65,29,31,50,31,31
ENSG00000273136.7,439,742,884,854,563,513,795,583,162
ENSG00000273137.1,28,21,14,53,16,33,31,31,23
ENSG00000273138.1,8,25,9,36,4,7,11,12,24
ENSG00000273139.1,28,12,3,23,18,5,22,16,21
ENSG00000273141.1,4,0,5,12,6,8,3,1,2
ENSG00000273142.1,34,21,49,57,20,30,45,19,45
ENSG00000273143.2,27,28,50,73,27,42,8,10,30
ENSG00000273145.1,37,15,10,53,19,19,26,21,11
ENSG00000273148.1,83,63,82,123,50,63,80,59,56
ENSG00000273149.1,0,0,0,0,0,0,0,0,0
ENSG00000273151.1,155,163,226,443,303,144,427,338,235
ENSG00000273153.1,0,0,0,0,0,0,0,0,0
ENSG00000273154.3,2,0,0,3,2,0,1,1,2
ENSG00000273155.1,0,0,0,0,0,0,0,0,0
ENSG00000273156.2,43,34,46,26,33,67,59,30,22
ENSG00000273160.1,25,7,10,10,6,43,14,12,5
ENSG00000273162.1,14,10,28,90,13,12,7,19,4
ENSG00000273165.1,39,32,73,56,31,82,33,26,41
ENSG00000273167.1,4,2,3,8,2,1,0,2,4
ENSG00000273171.1,0,0,0,0,0,0,0,0,0
ENSG00000273172.1,1,3,7,0,4,7,1,2,0
ENSG00000273173.5,15,30,23,2,30,38,27,25,39
ENSG00000273174.1,8,10,15,7,10,9,20,8,19
ENSG00000273175.1,2,0,8,2,0,17,2,4,2
ENSG00000273176.1,1,9,5,24,9,6,14,1,4
ENSG00000273177.1,4,0,1,2,6,4,1,0,1
ENSG00000273179.1,79,169,33,91,135,41,140,218,92
ENSG00000273180.1,0,1,0,0,1,0,1,1,1
ENSG00000273181.1,3,1,5,2,3,6,10,5,7
ENSG00000273183.1,36,25,56,99,68,45,55,31,38
ENSG00000273184.1,0,0,0,0,0,0,0,0,0
ENSG00000273186.1,17,14,11,2,20,4,18,11,13
ENSG00000273188.1,48,22,23,39,31,68,24,42,25
ENSG00000273189.1,1,1,0,4,3,4,5,1,3
ENSG00000273192.1,0,0,0,2,0,1,2,2,1
ENSG00000273196.1,3,2,0,0,1,0,5,0,0
ENSG00000273198.1,2,1,5,11,5,3,9,2,2
ENSG00000273199.1,2,5,8,21,2,5,7,2,6
ENSG00000273203.1,4,1,13,26,17,15,30,28,21
ENSG00000273204.1,12,8,6,11,3,8,6,6,1
ENSG00000273209.1,7,3,18,18,13,9,8,9,15
ENSG00000273210.1,0,0,0,0,0,0,0,0,0
ENSG00000273211.1,0,0,0,0,0,0,0,0,0
ENSG00000273212.1,10,9,5,7,6,7,4,3,5
ENSG00000273213.3,183,80,51,36,78,24,46,44,82
ENSG00000273214.1,0,0,0,0,0,0,0,0,0
ENSG00000273216.1,7,5,2,12,9,9,10,4,3
ENSG00000273217.1,0,0,0,0,0,0,0,0,0
ENSG00000273218.1,64,35,56,65,51,56,48,45,62
ENSG00000273219.1,0,0,0,0,0,0,0,0,0
ENSG00000273221.1,0,0,0,0,0,0,0,0,0
ENSG00000273225.4,0,0,0,0,0,0,0,0,1
ENSG00000273226.1,49,21,55,54,31,89,40,27,44
ENSG00000273228.1,2,0,0,0,0,3,0,0,0
ENSG00000273230.1,43,79,81,142,39,49,81,101,94
ENSG00000273232.1,5,49,3,14,1,3,5,11,1
ENSG00000273233.1,6,12,0,4,3,29,5,5,5
ENSG00000273234.1,31,3,34,50,26,12,49,41,16
ENSG00000273238.3,0,3,4,0,5,0,13,4,0
ENSG00000273240.1,13,15,18,22,25,23,25,17,14
ENSG00000273243.1,71,58,74,58,60,77,71,49,60
ENSG00000273244.1,0,0,0,0,0,0,0,0,0
ENSG00000273245.1,21,24,29,40,32,26,45,53,34
ENSG00000273247.5,515,560,527,817,516,570,720,476,497
ENSG00000273248.1,1,0,0,0,0,0,1,3,0
ENSG00000273249.1,8,1,11,6,4,4,3,2,3
ENSG00000273252.1,0,0,0,0,0,0,0,0,0
ENSG00000273253.2,11,13,10,39,28,23,23,20,11
ENSG00000273254.1,12,3,8,33,4,22,10,12,8
ENSG00000273255.1,4,0,3,0,1,0,0,0,0
ENSG00000273257.1,11,10,6,1,9,10,9,0,4
ENSG00000273258.1,2,0,6,4,2,2,13,4,4
ENSG00000273259.3,15,14,40,29,25,9,22,19,2
ENSG00000273261.1,45,53,89,41,27,41,50,17,36
ENSG00000273262.1,0,0,0,0,0,0,0,0,0
ENSG00000273264.1,32,18,37,13,26,12,9,15,81
ENSG00000273265.1,28,11,15,40,14,23,33,19,6
ENSG00000273267.1,2,8,3,27,2,2,0,1,0
ENSG00000273269.3,2,2,1,0,0,1,0,0,1
ENSG00000273270.1,359,209,251,788,324,325,270,279,342
ENSG00000273271.1,36,48,64,67,26,67,69,52,32
ENSG00000273272.2,6,1,13,11,4,13,5,2,3
ENSG00000273274.2,12,9,128,9,19,4,30,17,5
ENSG00000273275.1,0,0,0,0,0,0,0,0,0
ENSG00000273284.1,89,170,156,81,91,188,156,56,154
ENSG00000273287.2,0,5,6,8,6,3,9,3,9
ENSG00000273289.1,14,23,13,18,15,21,20,35,19
ENSG00000273291.5,35,33,37,36,50,36,97,78,23
ENSG00000273293.1,3,0,3,5,0,2,0,0,0
ENSG00000273294.1,18,9,11,9,6,12,15,8,8
ENSG00000273295.1,0,0,283,308,292,261,197,166,149
ENSG00000273297.2,151,48,77,323,52,42,95,43,43
ENSG00000273299.1,0,0,0,0,0,0,0,0,0
ENSG00000273300.1,0,0,0,0,0,0,0,0,0
ENSG00000273301.1,25,337,37,56,42,3,137,60,56
ENSG00000273302.1,122,201,91,157,82,127,107,109,133
ENSG00000273305.1,48,27,91,104,28,28,101,62,26
ENSG00000273306.1,105,92,80,169,77,74,119,73,66
ENSG00000273308.1,10,30,20,36,10,17,12,11,12
ENSG00000273311.1,135,116,84,163,158,126,160,132,108
ENSG00000273312.2,8,8,7,6,3,11,9,3,16
ENSG00000273313.1,0,2,0,1,0,0,1,1,0
ENSG00000273314.1,50,34,36,61,33,34,52,24,50
ENSG00000273319.1,859,703,1018,1298,606,1430,866,555,541
ENSG00000273320.1,3,0,0,6,1,4,4,0,3
ENSG00000273321.1,0,0,2,1,0,1,4,2,1
ENSG00000273325.1,6,8,16,12,8,5,14,1,0
ENSG00000273327.1,12,27,22,22,16,14,23,5,15
ENSG00000273328.5,30,27,13,29,26,8,25,20,25
ENSG00000273329.1,287,247,513,760,386,291,580,434,285
ENSG00000273330.1,0,0,0,0,0,0,0,0,0
ENSG00000273331.1,0,0,0,0,0,0,1,1,2
ENSG00000273333.2,0,0,0,0,0,0,0,0,0
ENSG00000273335.1,5,0,3,5,0,6,6,8,5
ENSG00000273336.1,28,49,34,9,11,20,6,6,21
ENSG00000273338.1,25,25,30,19,7,55,29,13,47
ENSG00000273340.1,86,148,269,39,65,31,87,89,103
ENSG00000273341.2,20,11,7,8,4,28,12,7,11
ENSG00000273342.1,3,0,0,0,0,2,1,1,4
ENSG00000273343.1,34,25,12,40,26,28,51,36,46
ENSG00000273344.1,322,119,131,671,203,182,213,148,130
ENSG00000273345.5,35,63,27,58,25,42,22,22,29
ENSG00000273348.1,6,37,12,25,9,38,14,10,2
ENSG00000273350.1,47,64,33,55,36,53,64,49,68
ENSG00000273353.1,8,8,5,13,5,10,19,12,16
ENSG00000273355.1,31,11,9,34,20,11,36,24,13
ENSG00000273356.1,26,32,46,34,24,43,37,24,40
ENSG00000273360.1,1,0,0,0,3,0,0,0,0
ENSG00000273361.1,0,0,0,1,0,0,0,0,0
ENSG00000273362.1,0,0,0,0,0,0,0,0,0
ENSG00000273363.1,16,21,25,26,25,18,21,18,18
ENSG00000273365.1,7,1,4,1,1,1,0,1,5
ENSG00000273367.1,10,4,9,12,5,7,24,8,11
ENSG00000273368.1,25,47,21,12,28,22,63,24,49
ENSG00000273369.1,52,82,88,90,51,62,64,34,46
ENSG00000273370.1,0,0,0,0,0,0,0,0,0
ENSG00000273372.1,26,21,29,20,29,8,33,11,22
ENSG00000273373.1,717,544,956,890,481,401,656,490,567
ENSG00000273374.1,15,57,54,56,31,36,29,31,61
ENSG00000273375.1,7,21,22,9,16,17,17,6,11
ENSG00000273377.1,0,0,4,1,2,19,6,6,3
ENSG00000273381.1,82,80,83,275,90,128,135,96,94
ENSG00000273382.1,41,23,22,33,19,34,44,29,27
ENSG00000273384.1,2,2,0,4,5,4,6,0,3
ENSG00000273387.1,43,24,36,72,25,40,52,21,46
ENSG00000273388.1,16,55,11,26,30,1,18,15,21
ENSG00000273391.1,6,6,3,26,6,14,12,8,5
ENSG00000273394.1,1,0,5,10,7,3,4,3,0
ENSG00000273396.3,2,6,10,10,5,4,3,3,3
ENSG00000273398.6,0,0,4,2,3,5,7,1,1
ENSG00000273399.2,35,13,13,23,21,28,30,19,13
ENSG00000273402.1,28,23,29,25,15,18,18,18,35
ENSG00000273403.1,5,11,21,5,6,5,12,9,17
ENSG00000273406.1,0,0,0,0,1,1,0,0,0
ENSG00000273407.1,0,2,2,12,1,0,8,6,2
ENSG00000273408.1,0,1,1,0,0,0,1,0,1
ENSG00000273409.3,14,20,2,18,5,0,9,18,13
ENSG00000273413.1,0,0,0,0,0,0,0,0,0
ENSG00000273415.3,7,48,36,4,15,19,9,9,35
ENSG00000273416.1,1,6,6,13,4,7,4,14,10
ENSG00000273419.1,8,9,9,30,10,12,18,18,13
ENSG00000273420.1,0,0,0,0,0,0,0,0,0
ENSG00000273423.1,0,2,6,0,0,1,4,3,7
ENSG00000273424.1,16,8,10,14,31,15,18,24,6
ENSG00000273428.3,0,0,0,2,1,19,2,3,4
ENSG00000273432.1,15,19,28,10,22,19,15,5,24
ENSG00000273433.1,0,0,0,0,0,0,0,0,0
ENSG00000273434.1,0,1,2,0,0,1,2,2,0
ENSG00000273437.1,24,24,31,32,27,29,34,25,17
ENSG00000273442.1,0,2,12,5,5,3,6,9,5
ENSG00000273443.1,0,7,0,6,2,0,4,2,3
ENSG00000273444.1,6,8,9,16,15,14,28,21,26
ENSG00000273445.1,51,62,133,46,38,128,53,53,108
ENSG00000273447.1,82,85,73,86,49,80,79,43,46
ENSG00000273448.1,73,107,84,70,46,94,86,74,78
ENSG00000273449.1,88,103,92,65,76,159,99,39,81
ENSG00000273450.1,7,8,15,14,10,5,12,5,9
ENSG00000273451.1,43,41,54,56,47,28,59,23,63
ENSG00000273454.1,11,19,57,15,25,26,27,12,46
ENSG00000273455.1,2,9,10,8,5,7,4,2,5
ENSG00000273456.1,35,41,15,64,41,16,41,16,14
ENSG00000273461.5,2,1,2,0,4,9,1,1,1
ENSG00000273464.1,17,16,16,14,3,16,10,13,2
ENSG00000273471.1,0,0,0,0,0,0,0,0,0
ENSG00000273472.1,48,22,38,44,30,54,33,36,14
ENSG00000273473.1,2,8,8,33,5,5,11,8,7
ENSG00000273474.1,11,9,12,14,12,20,7,6,14
ENSG00000273476.1,9,5,14,25,1,5,4,1,8
ENSG00000273481.1,7,0,3,0,0,2,2,4,1
ENSG00000273483.1,6,17,11,15,10,9,20,13,15
ENSG00000273484.1,0,0,0,0,0,1,0,0,1
ENSG00000273485.1,0,0,5,0,1,1,2,1,2
ENSG00000273486.1,55,62,230,66,63,83,112,74,62
ENSG00000273487.1,5,6,3,5,5,7,3,3,1
ENSG00000273489.1,105,122,101,165,83,148,88,70,104
ENSG00000273492.6,12,1,6,10,8,2,26,11,2
ENSG00000273493.1,0,0,0,2,0,0,5,0,0
ENSG00000273497.1,0,0,0,0,0,0,0,0,0
ENSG00000273499.1,1,0,0,0,0,0,0,1,0
ENSG00000273500.1,0,2,0,0,0,3,2,0,0
ENSG00000273507.5,25,53,26,51,34,63,47,36,53
ENSG00000273509.1,0,3,0,3,7,2,5,10,4
ENSG00000273512.1,0,0,0,0,2,0,0,0,0
ENSG00000273513.1,8,2,4,0,2,1,0,1,0
ENSG00000273514.1,0,0,1,3,3,0,0,1,0
ENSG00000273515.1,0,0,0,0,0,0,0,0,0
ENSG00000273516.1,0,0,0,0,0,0,1,0,0
ENSG00000273520.5,0,0,0,0,0,0,0,0,0
ENSG00000273521.1,94,33,88,27,21,18,60,29,34
ENSG00000273523.1,15,20,17,86,18,12,22,13,33
ENSG00000273524.1,32,8,8,14,6,12,7,8,4
ENSG00000273536.1,1,0,0,0,0,0,0,0,0
ENSG00000273537.1,0,0,0,0,0,0,0,0,0
ENSG00000273540.4,119,7,42,42,17,1,17,8,35
ENSG00000273541.1,0,0,0,0,0,0,0,0,0
ENSG00000273542.2,95,53,25,217,32,76,118,67,73
ENSG00000273544.1,0,0,0,0,0,0,0,0,0
ENSG00000273549.1,3,4,0,3,2,5,4,4,5
ENSG00000273550.2,0,0,0,0,0,0,0,0,0
ENSG00000273551.1,7,9,12,15,13,0,12,10,2
ENSG00000273552.2,1,5,1,4,0,2,0,0,0
ENSG00000273553.1,0,4,2,8,0,3,5,7,1
ENSG00000273555.1,0,0,0,0,0,1,0,0,0
ENSG00000273557.1,7,30,37,51,18,8,15,16,42
ENSG00000273558.1,0,0,0,0,0,0,0,0,0
ENSG00000273559.5,733,842,851,984,604,924,928,606,869
ENSG00000273565.1,6,4,0,14,3,9,1,1,5
ENSG00000273566.1,1,0,0,0,0,0,0,0,0
ENSG00000273567.1,0,0,0,0,0,0,0,0,0
ENSG00000273568.1,41,30,53,58,31,52,25,14,38
ENSG00000273569.1,0,0,0,0,0,0,0,0,0
ENSG00000273570.1,0,0,0,0,1,0,0,0,0
ENSG00000273571.1,0,0,0,1,0,0,0,0,1
ENSG00000273573.1,0,0,0,1,0,0,1,0,1
ENSG00000273576.1,75,72,101,77,81,81,109,103,74
ENSG00000273580.1,0,3,2,0,1,5,5,5,3
ENSG00000273582.1,4,3,3,11,10,11,15,13,10
ENSG00000273584.1,16,35,54,39,26,84,81,36,37
ENSG00000273586.2,0,0,0,0,0,0,0,0,0
ENSG00000273587.1,0,0,0,0,0,0,0,0,0
ENSG00000273589.1,0,0,0,0,0,0,0,0,0
ENSG00000273590.4,0,1,0,0,1,0,2,3,1
ENSG00000273591.1,0,0,0,0,0,0,0,0,0
ENSG00000273593.1,0,0,0,0,0,1,0,0,0
ENSG00000273595.1,0,1,2,1,0,0,0,0,0
ENSG00000273596.1,0,0,0,0,0,0,0,0,0
ENSG00000273597.1,3,11,5,39,8,8,13,7,13
ENSG00000273598.1,0,0,0,0,0,0,0,0,0
ENSG00000273599.1,314,460,307,564,262,278,286,337,370
ENSG00000273600.1,0,0,0,0,0,0,0,0,0
ENSG00000273604.2,38,52,85,100,30,40,88,79,86
ENSG00000273606.1,0,0,0,0,0,0,0,1,0
ENSG00000273609.1,0,0,0,0,0,0,0,0,0
ENSG00000273610.1,37,0,0,2,0,0,54,5,0
ENSG00000273611.5,910,866,872,1005,519,762,857,517,840
ENSG00000273612.1,0,0,1,0,0,0,0,0,0
ENSG00000273613.1,0,0,0,0,0,0,0,0,0
ENSG00000273614.1,0,0,0,0,0,0,0,0,0
ENSG00000273618.1,7,4,14,17,6,2,8,10,17
ENSG00000273619.1,49,27,43,99,40,24,58,39,32
ENSG00000273621.1,0,0,0,0,0,0,0,0,0
ENSG00000273623.1,0,0,0,0,0,0,0,0,0
ENSG00000273627.1,0,0,0,0,0,0,0,0,0
ENSG00000273628.1,3,6,2,10,5,10,6,1,3
ENSG00000273629.1,3,0,1,7,0,0,3,0,0
ENSG00000273634.1,0,0,0,0,0,0,0,0,0
ENSG00000273637.1,0,0,0,0,0,0,0,0,0
ENSG00000273639.6,0,0,0,0,1,0,0,0,0
ENSG00000273640.1,0,0,0,0,0,0,0,0,0
ENSG00000273643.1,0,0,0,0,0,0,0,0,0
ENSG00000273644.1,0,0,0,0,0,1,0,0,0
ENSG00000273648.1,0,1,0,1,0,0,0,0,0
ENSG00000273650.1,0,0,2,1,3,7,0,2,0
ENSG00000273654.1,35,17,11,19,26,11,23,24,15
ENSG00000273657.1,0,0,0,0,0,0,0,0,0
ENSG00000273658.1,0,0,0,0,0,0,0,0,0
ENSG00000273659.1,0,0,0,0,0,1,0,1,0
ENSG00000273664.1,0,1,0,0,0,0,0,0,1
ENSG00000273668.1,0,0,0,0,0,0,0,0,0
ENSG00000273669.1,13,10,1,2,13,29,13,11,6
ENSG00000273674.5,9,20,6,35,11,12,18,12,4
ENSG00000273675.1,48,65,41,44,51,47,84,33,65
ENSG00000273677.1,2,3,7,0,2,1,3,0,4
ENSG00000273679.1,0,3,2,5,1,1,0,1,3
ENSG00000273680.1,36,52,74,79,47,76,64,37,35
ENSG00000273682.1,9,6,8,10,11,24,18,13,7
ENSG00000273687.1,47,67,26,45,16,43,44,21,20
ENSG00000273691.1,87,112,93,96,104,124,143,100,143
ENSG00000273692.1,0,0,0,0,0,0,0,0,0
ENSG00000273693.1,0,0,0,0,0,0,1,0,0
ENSG00000273694.1,1,6,3,0,5,3,6,4,4
ENSG00000273696.4,0,0,0,0,0,0,0,0,0
ENSG00000273698.1,0,0,0,0,0,0,0,3,0
ENSG00000273700.1,0,0,0,0,0,0,1,0,0
ENSG00000273701.1,0,0,0,0,0,0,0,0,0
ENSG00000273702.1,32,26,40,55,62,48,49,23,37
ENSG00000273703.2,1076,244,237,1652,60,171,462,130,230
ENSG00000273704.1,0,1,0,0,0,0,0,0,0
ENSG00000273706.5,7,9,6,0,0,3,0,0,0
ENSG00000273709.1,0,0,0,0,0,0,0,0,0
ENSG00000273710.1,18,20,10,11,25,27,24,41,16
ENSG00000273711.2,17,21,5,45,6,13,8,19,14
ENSG00000273712.1,4,5,1,3,4,3,7,0,3
ENSG00000273716.2,8,3,23,8,8,0,10,5,5
ENSG00000273717.1,0,0,0,0,0,0,0,0,0
ENSG00000273719.1,0,1,0,0,0,0,1,0,0
ENSG00000273720.1,0,0,0,0,2,0,0,0,0
ENSG00000273721.1,0,2,0,0,0,0,0,0,0
ENSG00000273723.1,59,71,70,101,45,67,40,36,65
ENSG00000273724.1,26,5,6,28,12,10,12,21,4
ENSG00000273725.1,0,2,4,1,0,2,0,0,0
ENSG00000273727.1,2,5,3,0,1,6,3,1,1
ENSG00000273729.1,43,21,39,46,33,55,55,45,24
ENSG00000273731.1,0,0,0,0,0,0,0,0,0
ENSG00000273732.1,0,0,0,0,0,0,0,0,0
ENSG00000273733.1,7,8,27,25,18,18,22,17,14
ENSG00000273734.1,0,0,0,0,0,0,0,0,0
ENSG00000273736.1,1,0,0,0,0,0,0,0,0
ENSG00000273742.1,15,6,6,10,5,10,0,2,1
ENSG00000273744.1,6,20,6,12,7,21,12,9,17
ENSG00000273745.1,13,12,7,9,1,1,8,7,10
ENSG00000273746.1,0,0,0,0,0,0,1,0,0
ENSG00000273747.1,30,40,12,17,23,23,23,21,33
ENSG00000273749.5,11069,9450,4606,12464,5218,5559,8416,5771,6722
ENSG00000273750.1,0,0,0,0,0,0,0,0,0
ENSG00000273756.4,0,0,0,0,0,0,0,0,0
ENSG00000273758.1,0,0,0,0,0,0,0,0,0
ENSG00000273759.1,103,70,104,134,55,52,77,55,88
ENSG00000273760.1,78,1206,453,71,65,22,134,124,335
ENSG00000273762.1,17,0,6,6,5,4,5,0,1
ENSG00000273763.2,19,14,30,45,22,15,46,29,18
ENSG00000273765.1,6,10,16,34,22,7,26,12,9
ENSG00000273767.1,0,0,0,0,0,0,0,0,0
ENSG00000273768.1,25,32,37,39,218,112,92,113,74
ENSG00000273769.5,0,1,7,0,0,0,6,6,10
ENSG00000273771.1,20,49,43,50,94,68,73,45,23
ENSG00000273773.1,0,0,0,0,0,0,0,0,0
ENSG00000273776.1,0,0,0,0,0,0,0,0,0
ENSG00000273777.5,3,24,30,107,2,9,4,4,0
ENSG00000273778.1,0,0,0,0,0,0,0,0,0
ENSG00000273782.1,0,0,0,0,0,0,0,0,0
ENSG00000273783.1,14,15,16,35,20,16,16,12,18
ENSG00000273784.4,0,2,2,1,3,1,1,4,5
ENSG00000273786.1,1,1,6,3,1,1,3,0,2
ENSG00000273788.1,0,0,0,0,0,0,0,0,0
ENSG00000273791.1,3,5,9,15,2,16,4,3,29
ENSG00000273792.1,62,119,47,74,109,58,218,117,126
ENSG00000273796.1,9,6,7,24,8,3,15,9,1
ENSG00000273797.1,60,98,110,97,61,186,134,79,122
ENSG00000273800.1,0,0,0,0,0,0,0,1,0
ENSG00000273802.2,1139,792,469,6799,824,979,2332,1340,930
ENSG00000273804.1,0,0,0,0,0,0,0,0,0
ENSG00000273805.1,1,2,2,0,0,0,0,0,0
ENSG00000273806.1,0,2,3,0,1,1,2,0,0
ENSG00000273812.3,88,20,252,19,8,10,13,12,58
ENSG00000273813.1,0,0,0,1,0,0,0,0,0
ENSG00000273816.1,1,5,0,2,5,7,6,0,2
ENSG00000273818.1,0,0,0,0,0,0,0,0,0
ENSG00000273819.1,54,6,6,43,8,9,16,9,5
ENSG00000273820.2,159,124,113,342,167,149,301,162,121
ENSG00000273821.1,15,6,15,10,3,8,6,0,0
ENSG00000273824.1,16,3,12,5,10,41,9,3,5
ENSG00000273825.1,0,0,0,0,0,0,1,1,0
ENSG00000273828.2,237,265,296,302,233,297,238,176,399
ENSG00000273829.1,0,0,0,3,0,0,0,0,0
ENSG00000273830.1,0,0,0,0,0,0,0,0,0
ENSG00000273835.1,0,0,0,0,0,0,0,0,0
ENSG00000273836.1,2,0,1,0,5,4,4,0,1
ENSG00000273837.1,20,9,8,14,0,43,21,5,2
ENSG00000273838.2,0,2,0,23,1,0,2,3,0
ENSG00000273840.1,0,0,0,0,0,0,0,0,0
ENSG00000273841.5,928,1098,1123,1065,603,1004,940,660,962
ENSG00000273844.1,0,0,0,0,0,0,0,0,0
ENSG00000273846.1,1,0,0,0,0,0,0,0,1
ENSG00000273849.1,0,0,0,0,0,0,0,0,0
ENSG00000273851.1,1,7,4,8,7,4,4,6,3
ENSG00000273853.1,0,2,0,0,0,0,1,0,0
ENSG00000273855.1,11,1,2,3,4,5,7,5,1
ENSG00000273858.1,0,0,0,0,0,0,0,0,0
ENSG00000273860.1,0,0,0,11,0,0,2,0,0
ENSG00000273863.1,0,0,0,0,0,0,0,0,0
ENSG00000273866.1,3,3,2,7,2,3,3,3,0
ENSG00000273870.1,9,16,15,27,13,20,20,17,13
ENSG00000273872.1,0,0,0,0,0,0,0,0,0
ENSG00000273874.1,1,0,0,0,0,0,0,1,1
ENSG00000273876.1,0,0,0,0,1,0,0,0,0
ENSG00000273877.4,0,0,0,0,0,0,0,0,0
ENSG00000273882.1,23,24,4,21,16,15,6,10,11
ENSG00000273885.1,0,0,0,0,0,0,0,0,0
ENSG00000273886.1,0,0,0,0,0,0,0,0,0
ENSG00000273888.1,78,92,100,39,61,44,49,68,180
ENSG00000273890.1,1,7,19,9,4,7,14,10,18
ENSG00000273891.1,103,102,87,225,86,131,154,83,81
ENSG00000273893.1,25,27,18,56,22,23,26,16,29
ENSG00000273894.1,1,0,0,0,0,1,0,1,0
ENSG00000273897.1,0,0,0,0,0,0,0,0,0
ENSG00000273898.1,0,0,0,0,0,0,1,0,0
ENSG00000273899.5,209,74,55,184,90,111,141,111,116
ENSG00000273900.1,1,3,1,1,2,1,5,1,1
ENSG00000273901.1,2,1,3,6,0,10,7,12,8
ENSG00000273904.1,3,6,0,5,2,5,4,0,3
ENSG00000273906.1,0,0,22,1,33,0,68,29,3
ENSG00000273907.1,0,0,0,0,0,0,0,1,0
ENSG00000273908.1,0,0,0,0,0,0,0,0,0
ENSG00000273912.1,8,8,4,0,0,2,6,1,1
ENSG00000273913.1,1,1,1,0,0,0,0,0,0
ENSG00000273919.1,1,1,0,0,0,0,1,1,0
ENSG00000273920.1,15,10,2,17,10,4,9,6,8
ENSG00000273923.1,5,2,0,5,2,7,2,0,1
ENSG00000273925.1,6,3,2,1,0,2,1,3,1
ENSG00000273927.1,0,0,0,0,0,0,0,0,0
ENSG00000273932.1,0,1,0,0,0,0,0,0,0
ENSG00000273933.1,67,171,33,111,8,56,45,24,9
ENSG00000273940.1,0,0,0,0,0,0,0,0,0
ENSG00000273942.1,0,0,0,0,0,0,0,0,0
ENSG00000273945.1,0,0,0,0,0,0,0,0,0
ENSG00000273946.1,17,11,12,18,25,5,15,26,22
ENSG00000273948.1,0,0,0,0,0,0,0,0,0
ENSG00000273950.1,6,7,9,8,6,6,8,9,4
ENSG00000273951.1,39,32,15,49,31,38,31,19,49
ENSG00000273956.1,0,0,0,1,0,0,0,0,0
ENSG00000273957.1,1,0,2,0,1,1,3,8,0
ENSG00000273958.1,5,12,3,1,0,7,11,7,11
ENSG00000273961.1,0,0,0,0,0,0,0,0,0
ENSG00000273962.1,0,0,4,0,5,1,2,1,1
ENSG00000273963.1,8,3,4,47,5,7,7,4,7
ENSG00000273964.1,0,0,0,0,0,0,0,0,0
ENSG00000273965.1,4,2,14,8,2,8,6,1,3
ENSG00000273966.1,0,0,0,0,0,0,0,0,0
ENSG00000273971.1,0,3,2,5,1,0,3,0,0
ENSG00000273972.1,2,8,0,0,3,1,2,1,5
ENSG00000273973.1,3,7,2,10,6,9,15,19,5
ENSG00000273974.1,0,1,0,0,0,0,0,0,0
ENSG00000273975.1,5,3,8,6,7,7,4,9,3
ENSG00000273976.2,0,0,0,0,0,0,0,0,0
ENSG00000273978.1,0,0,0,0,0,0,0,0,0
ENSG00000273979.1,9,6,4,14,7,4,8,5,7
ENSG00000273980.1,0,0,0,1,0,2,1,0,2
ENSG00000273981.1,0,0,0,0,0,0,0,0,0
ENSG00000273982.1,6,7,5,5,8,6,9,8,9
ENSG00000273983.1,448,176,104,243,149,201,936,564,116
ENSG00000273986.1,0,0,0,1,2,0,4,0,0
ENSG00000273987.1,18,68,30,32,43,42,54,34,33
ENSG00000273988.1,0,0,0,0,0,0,0,0,0
ENSG00000273989.1,39,72,42,27,16,53,22,7,39
ENSG00000273994.1,0,0,0,0,0,0,0,0,0
ENSG00000273997.1,2,2,0,0,1,2,1,0,2
ENSG00000273998.1,5,3,4,20,2,4,7,6,1
ENSG00000273999.1,2,5,7,4,5,3,5,3,1
ENSG00000274001.1,27,42,28,47,21,35,38,27,42
ENSG00000274002.1,0,1,1,23,5,3,9,3,0
ENSG00000274004.1,0,2,2,2,1,0,0,0,1
ENSG00000274006.1,5,4,3,2,5,3,2,10,6
ENSG00000274008.1,46,18,23,24,26,130,38,42,23
ENSG00000274010.1,2,1,5,4,6,5,3,2,1
ENSG00000274011.1,17,11,34,55,33,22,28,29,5
ENSG00000274012.1,0,0,0,0,0,0,0,0,0
ENSG00000274015.2,13,7,16,8,12,18,32,12,18
ENSG00000274017.1,0,1,0,1,5,0,0,5,2
ENSG00000274019.1,0,0,0,3,3,0,1,2,2
ENSG00000274020.4,411,371,341,1017,302,319,377,220,273
ENSG00000274021.1,34,93,51,55,10,96,17,18,51
ENSG00000274022.1,0,0,0,0,0,1,0,0,0
ENSG00000274023.1,24,41,44,49,20,28,31,9,31
ENSG00000274024.1,37,59,36,100,28,100,42,14,78
ENSG00000274025.1,0,0,0,0,0,0,0,0,0
ENSG00000274026.2,19,15,33,56,29,14,45,29,14
ENSG00000274028.1,0,0,0,0,0,0,0,0,0
ENSG00000274029.1,0,0,0,0,0,0,0,0,0
ENSG00000274031.1,9,6,7,15,1,10,20,11,11
ENSG00000274033.1,0,0,0,0,0,0,1,0,0
ENSG00000274034.1,0,2,0,0,1,1,0,0,3
ENSG00000274038.1,7,45,12,20,13,18,29,12,23
ENSG00000274044.5,0,0,0,0,1,0,0,0,0
ENSG00000274046.1,0,0,0,0,0,0,0,0,0
ENSG00000274049.4,0,0,0,0,0,0,0,0,0
ENSG00000274051.1,13,4,11,4,9,12,9,6,8
