,C3L-00928-03,C3L-01032-01,C3L-01598-02,C3L-01971-02,C3L-04853-01,C3N-00302-02,C3N-01167-01,C3N-02696-02-2,C3N-03000-02,C3N-03853-02,C3N-04282-01,C3L-02606-02,C3L-03639-03,C3L-03743-01,C3N-02696-02,C3N-04284-01
ENSG00000286893.1,0,12,4,0,1,0,0,14,3,1,5,1,1,1,12,0
ENSG00000286894.1,97,105,101,101,78,52,135,147,89,140,80,91,39,82,161,103
ENSG00000286895.1,29,33,13,11,12,18,78,72,21,19,18,33,4,7,51,75
ENSG00000286896.1,1,7,3,2,5,1,4,13,1,0,0,1,17,0,12,18
ENSG00000286897.1,0,3,0,0,0,1,0,3,2,0,1,1,1,1,1,1
ENSG00000286898.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
ENSG00000286899.1,7,18,13,9,10,21,15,81,12,13,5,14,7,16,53,19
ENSG00000286900.1,2,0,0,0,2,0,2,2,0,0,0,0,0,0,3,0
ENSG00000286901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286902.1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
ENSG00000286903.1,3,0,0,1,4,4,8,5,3,3,0,1,1,5,0,3
ENSG00000286904.1,14,16,28,18,44,20,13,33,15,9,29,27,15,28,46,43
ENSG00000286905.1,1,4,1,9,2,0,3,8,7,2,2,5,1,2,8,1
ENSG00000286906.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000286907.1,19,7,11,27,11,8,6,71,12,16,5,6,12,17,46,14
ENSG00000286908.1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0
ENSG00000286909.1,122,160,63,94,71,128,129,71,91,64,102,74,35,121,44,59
ENSG00000286910.1,3,4,1,5,1,0,5,2,1,1,1,0,1,2,10,1
ENSG00000286911.1,1,5,0,4,3,21,6,4,9,3,2,5,1,2,0,2
ENSG00000286912.1,264,217,313,358,204,351,749,808,186,443,918,238,857,364,697,1007
ENSG00000286913.1,3,6,6,7,1,6,1,3,3,9,3,3,2,6,9,0
ENSG00000286914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286915.1,0,0,2,0,0,1,4,2,0,0,0,0,0,0,0,1
ENSG00000286916.1,23,18,0,0,3,15,14,1,2,6,5,0,12,2,0,0
ENSG00000286917.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286918.1,39,40,48,43,62,42,106,40,30,51,60,28,66,40,62,43
ENSG00000286919.1,3,0,6,0,0,0,0,0,3,1,2,1,1,0,0,0
ENSG00000286920.2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0
ENSG00000286921.1,2,2,2,1,0,0,1,2,0,0,0,0,0,2,2,5
ENSG00000286922.1,0,0,3,1,0,1,0,0,2,2,3,0,0,0,0,0
ENSG00000286923.1,3,4,8,6,4,5,13,7,3,2,4,2,1,10,4,2
ENSG00000286924.1,16,4,8,49,68,11,96,680,9,6,26,3,117,5,272,548
ENSG00000286926.1,38,42,25,57,47,21,43,116,30,104,36,30,16,42,105,34
ENSG00000286927.1,0,1,0,0,2,0,0,0,5,2,0,0,1,0,1,0
ENSG00000286928.1,0,7,1,0,4,3,9,3,3,1,0,2,2,3,5,1
ENSG00000286929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286931.1,13,28,43,27,31,37,60,60,23,27,27,23,19,23,54,37
ENSG00000286932.1,7,0,6,21,8,5,4,18,3,8,4,1,1,2,20,8
ENSG00000286933.1,0,0,0,3,0,1,0,2,0,0,0,2,1,1,0,0
ENSG00000286934.1,13,9,1,2,9,2,14,3,5,10,41,0,1,21,3,0
ENSG00000286935.1,4,13,4,2,4,1,1,51,9,1,2,8,3,6,32,3
ENSG00000286936.1,0,7,2,0,2,2,0,2,0,3,0,1,3,0,4,2
ENSG00000286937.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
ENSG00000286938.1,3,3,0,3,2,3,2,2,3,1,4,1,1,2,2,4
ENSG00000286939.1,2,30,13,8,13,21,20,24,28,13,36,39,45,21,11,5
ENSG00000286940.1,393,72,61,35,102,41,120,105,29,70,20,39,177,35,95,42
ENSG00000286941.1,2,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0
ENSG00000286942.1,1,2,9,20,3,1,22,21,0,3,8,3,3,9,26,45
ENSG00000286943.1,43,71,57,125,93,184,173,244,67,100,83,54,64,125,148,104
ENSG00000286944.1,1,0,1,17,4,3,9,13,6,1,4,1,1,4,5,2
ENSG00000286945.1,3,17,0,14,3,20,3,29,3,5,4,1,10,1,14,15
ENSG00000286946.1,0,1,0,0,3,2,0,4,1,0,0,0,3,2,2,5
ENSG00000286947.1,58,83,75,66,65,54,42,98,129,34,78,60,27,91,74,32
ENSG00000286948.1,3,9,1,0,5,4,1,0,0,2,2,2,0,2,1,6
ENSG00000286949.1,0,3,2,3,0,1,0,6,0,1,0,1,0,1,5,0
ENSG00000286950.1,0,1,1,0,0,1,0,1,0,0,1,2,3,1,1,0
ENSG00000286951.1,29,59,44,38,28,51,51,195,46,28,50,39,32,29,117,71
ENSG00000286952.1,8,21,18,17,7,23,10,55,19,2,18,5,26,13,36,27
ENSG00000286953.1,11,4,1,12,48,5,60,12,2,2,5,39,40,28,9,17
ENSG00000286954.1,1,5,4,2,3,3,4,5,7,3,0,0,1,1,8,0
ENSG00000286955.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
ENSG00000286956.1,9,29,24,18,10,12,12,16,30,18,14,10,36,5,25,2
ENSG00000286957.1,3,1,4,1,2,2,3,4,1,1,3,0,0,0,8,2
ENSG00000286958.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
ENSG00000286959.1,1,3,206,152,2,4,73,4,7,1,0,5,2,9,8,4
ENSG00000286960.1,0,0,0,0,1,4,0,2,0,0,0,2,0,0,3,0
ENSG00000286961.1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,2
ENSG00000286962.1,2,1,0,0,0,26,0,4,7,1,4,0,0,0,2,1
ENSG00000286963.1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
ENSG00000286964.1,53,51,47,48,36,171,95,107,126,53,90,65,99,49,83,73
ENSG00000286965.1,17,102,48,55,92,86,24,115,82,67,257,88,45,28,61,36
ENSG00000286966.1,0,10,0,2,6,0,0,2,0,0,0,22,8,1,1,0
ENSG00000286967.1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
ENSG00000286968.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000286969.1,0,0,2,0,0,0,0,0,1,1,0,1,0,2,1,0
ENSG00000286970.1,234,226,201,156,91,181,285,349,372,72,138,146,59,177,326,140
ENSG00000286971.1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
ENSG00000286972.1,11,23,7,3,43,3,2,2,8,25,6,6,18,2,3,0
ENSG00000286973.1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
ENSG00000286974.1,26,64,23,20,23,75,14,121,47,12,10,19,20,42,56,15
ENSG00000286975.1,11,18,18,17,19,20,29,30,22,16,43,10,26,28,35,17
ENSG00000286976.1,0,3,5,3,2,2,9,9,0,3,0,1,2,4,2,4
ENSG00000286977.1,19,73,15,22,17,43,40,93,25,22,39,13,16,16,62,22
ENSG00000286978.1,2,2,2,2,0,3,1,2,1,0,1,1,1,0,0,0
ENSG00000286979.1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1
ENSG00000286980.1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,5,1
ENSG00000286981.1,8,16,9,10,5,12,13,25,6,9,6,5,5,10,22,6
ENSG00000286982.1,7,4,17,4,23,13,2,8,2,2,6,2,2,1,4,3
ENSG00000286983.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286984.1,1,4,7,9,3,4,92,12,71,2,3,40,7,95,5,9
ENSG00000286985.1,5,0,2,0,3,6,0,1,1,0,0,0,0,4,4,3
ENSG00000286986.1,4,2,0,3,0,1,0,0,3,2,0,2,0,1,0,0
ENSG00000286987.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286988.1,1,7,7,0,1,2,4,4,0,1,0,1,0,0,2,1
ENSG00000286989.1,13,28,23,10,6,22,130,17,14,7,15,10,14,8,32,6
ENSG00000286990.1,19,44,16,14,15,30,56,64,22,24,6,28,23,34,45,34
ENSG00000286991.1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2
ENSG00000286992.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286993.1,18,9,28,25,19,17,20,31,18,15,16,6,10,9,43,15
ENSG00000286994.1,129,53,114,122,89,129,152,62,106,100,115,71,56,107,108,76
ENSG00000286995.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000286996.1,8,11,5,17,10,4,6,11,15,3,12,12,3,8,17,15
ENSG00000286997.1,273,278,379,401,512,460,284,730,546,416,677,369,314,596,518,411
ENSG00000286998.1,0,0,0,3,5,0,1,10,0,1,0,1,0,1,4,2
ENSG00000286999.1,1,1,0,0,0,0,0,3,0,0,1,0,1,0,8,1
ENSG00000287000.1,2,7,3,1,3,7,1,2,1,2,1,2,1,1,6,2
ENSG00000287001.1,14,3,6,8,6,16,3,7,13,4,11,11,0,10,13,5
ENSG00000287002.1,9,22,9,15,5,11,11,30,6,10,9,15,10,12,19,4
ENSG00000287003.1,0,0,2,0,0,0,2,0,0,0,0,0,1,2,3,3
ENSG00000287004.1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
ENSG00000287005.1,19,47,29,14,21,58,40,66,43,23,28,19,19,27,42,21
ENSG00000287006.1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
ENSG00000287007.1,1,15,1,11,12,10,8,32,11,3,7,4,20,5,14,10
ENSG00000287008.1,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
ENSG00000287009.1,63,70,69,56,44,33,93,48,60,23,61,38,49,41,70,49
ENSG00000287010.1,3,9,2,0,7,5,3,0,2,5,0,2,0,2,0,0
ENSG00000287011.1,27,49,32,12,56,47,30,165,39,41,50,33,98,65,101,42
ENSG00000287012.1,1,0,7,1,0,0,3,0,0,0,12,0,0,0,0,1
ENSG00000287014.1,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,1
ENSG00000287015.1,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,0
ENSG00000287016.1,6,2,1,4,2,13,15,10,5,3,6,1,13,4,9,5
ENSG00000287017.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000287018.1,10,5,20,24,32,15,21,60,5,13,3,9,3,16,50,5
ENSG00000287019.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287020.1,0,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0
ENSG00000287021.1,2,0,1,1,2,1,3,1,1,1,1,4,0,2,1,0
ENSG00000287022.1,1,8,1,3,4,13,12,4,5,9,1,2,3,3,10,3
ENSG00000287023.1,45,229,44,11,31,176,12,20,68,36,85,23,639,113,147,2
ENSG00000287024.1,5,2,11,12,11,7,34,31,5,6,14,10,13,7,21,20
ENSG00000287025.1,3,0,7,30,3,16,5,14,0,10,3,0,3,9,24,16
ENSG00000287026.1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000287027.1,2,3,3,3,0,4,0,14,6,2,0,1,3,3,3,2
ENSG00000287028.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000287029.1,14,25,32,18,26,14,46,46,44,54,10,22,110,41,24,49
ENSG00000287030.1,7,5,12,8,8,7,18,35,7,8,15,7,7,11,17,3
ENSG00000287031.1,0,3,0,0,3,1,4,6,5,1,4,2,10,1,2,6
ENSG00000287032.1,14,39,34,112,62,54,25,104,122,41,148,27,38,73,93,84
ENSG00000287033.1,12,22,12,10,17,11,14,30,9,15,11,10,10,12,15,23
ENSG00000287034.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000287035.1,1,8,3,2,3,4,8,16,7,2,1,2,3,4,14,3
ENSG00000287036.1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000287037.1,55,27,30,16,39,22,4,11,11,37,18,7,2,3,4,2
ENSG00000287038.1,5,0,1,10,2,2,7,11,33,1,3,107,1,24,7,5
ENSG00000287039.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287040.1,5,7,7,0,4,15,3,4,7,5,8,12,2,13,8,1
ENSG00000287041.1,4,8,5,7,3,8,1,9,12,2,12,4,3,9,11,2
ENSG00000287042.1,5,52,24,31,20,49,31,60,22,34,42,9,22,10,43,60
ENSG00000287043.1,0,5,1,0,1,0,1,7,0,0,0,4,0,0,5,0
ENSG00000287044.1,27,39,80,50,61,66,85,102,65,61,65,40,71,63,78,54
ENSG00000287045.1,101,37,115,179,106,185,336,97,45,133,178,23,78,235,94,72
ENSG00000287046.1,5,10,54,19,20,5,12,9,4,12,11,0,0,2,9,3
ENSG00000287047.1,0,0,3,5,0,0,1,2,2,1,0,0,0,1,3,5
ENSG00000287048.1,0,2,4,5,2,10,1,7,9,2,0,3,1,26,9,5
ENSG00000287049.1,9,18,14,16,16,20,60,38,18,18,19,10,24,23,36,28
ENSG00000287050.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
ENSG00000287051.1,9,24,3,8,13,38,33,81,22,2,31,17,36,16,44,13
ENSG00000287052.1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0
ENSG00000287053.1,0,0,0,9,0,6,0,0,0,2,0,0,1,0,1,0
ENSG00000287054.1,22,18,28,14,32,11,36,45,17,11,12,11,20,21,24,9
ENSG00000287055.1,0,2,0,0,1,3,0,5,5,0,5,1,5,1,0,0
ENSG00000287056.1,0,0,0,0,0,1,2,2,1,0,0,2,0,1,0,1
ENSG00000287057.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287059.1,32,23,17,40,38,64,21,56,13,15,11,110,36,26,34,25
ENSG00000287060.1,0,1,0,0,5,0,1,0,0,6,0,0,3,0,2,0
ENSG00000287061.1,2,6,7,5,7,5,11,3,4,3,8,3,11,12,7,3
ENSG00000287062.1,10,22,15,12,13,18,36,30,16,23,28,13,32,23,14,13
ENSG00000287063.1,7,7,12,24,15,10,17,25,9,9,7,5,2,12,15,134
ENSG00000287064.1,1,0,1,1,3,5,0,0,0,3,0,6,4,2,0,1
ENSG00000287065.1,0,0,0,2,0,1,2,0,1,0,0,0,0,31,0,0
ENSG00000287066.1,61,55,80,56,49,97,132,153,49,44,121,17,9,95,122,33
ENSG00000287067.1,62,56,54,106,63,132,74,113,39,81,32,65,69,19,116,54
ENSG00000287068.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000287069.1,34,15,29,66,71,49,98,126,42,31,162,15,21,14,80,113
ENSG00000287070.1,10,2,14,12,18,28,13,20,3,9,6,9,3,8,15,10
ENSG00000287071.1,17,59,64,22,19,12,38,40,79,33,59,29,79,47,46,18
ENSG00000287072.1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ENSG00000287073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287074.1,34,76,52,52,43,81,68,77,105,54,111,62,72,127,94,91
ENSG00000287075.1,1,3,3,8,5,6,8,16,4,6,23,1,0,5,2,6
ENSG00000287076.1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0
ENSG00000287077.1,14,108,36,22,31,51,33,143,54,34,47,17,26,55,76,33
ENSG00000287078.1,3,20,5,9,7,21,27,3,18,5,25,13,10,14,8,9
ENSG00000287079.1,3,1,0,1,1,5,2,0,1,4,3,1,0,1,1,2
ENSG00000287080.2,346,862,1220,710,907,1510,612,409,535,934,515,831,1620,915,1080,374
ENSG00000287081.1,56,52,67,85,53,69,83,100,78,49,59,42,17,94,118,42
ENSG00000287082.1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
ENSG00000287083.1,0,0,0,0,0,4,0,2,0,1,0,0,1,0,0,1
ENSG00000287084.1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
ENSG00000287085.1,405,150,193,264,173,103,181,253,103,97,120,328,366,221,201,73
ENSG00000287086.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287087.1,83,29,93,76,68,51,77,136,41,48,42,47,25,84,101,45
ENSG00000287088.1,10,0,0,5,1,1,2,11,3,4,1,11,0,2,8,13
ENSG00000287089.1,0,6,0,1,1,3,5,3,7,0,2,1,0,0,3,0
ENSG00000287090.1,16,2,13,13,8,12,93,3,4,8,17,4,8,6,10,28
ENSG00000287091.1,13,44,28,40,39,29,34,55,14,22,33,36,13,24,59,26
ENSG00000287092.1,6,11,1,7,3,3,5,4,3,7,1,4,12,4,3,4
ENSG00000287093.1,9,17,13,7,11,9,5,15,31,17,27,16,14,19,10,6
ENSG00000287094.1,52,37,56,61,60,65,90,118,48,59,61,30,71,72,66,57
ENSG00000287095.1,30,13,46,26,38,18,10,54,11,12,8,26,86,20,51,16
ENSG00000287096.1,2,0,0,1,0,2,2,5,0,0,1,0,0,1,3,16
ENSG00000287097.1,7,0,4,5,2,2,10,2,1,2,0,7,0,5,2,1
ENSG00000287098.1,0,1,1,0,1,0,0,2,0,1,3,0,1,0,6,0
ENSG00000287099.1,25,73,49,32,46,45,71,120,52,69,47,78,63,86,74,42
ENSG00000287100.1,30,33,45,60,52,19,40,196,70,54,42,30,37,50,114,107
ENSG00000287101.1,3,0,5,5,0,1,5,3,6,2,0,5,0,0,8,4
ENSG00000287102.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000287103.1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
ENSG00000287104.1,47,119,78,59,94,75,135,141,66,58,55,67,107,98,121,68
ENSG00000287105.1,10,4,2,6,3,31,17,16,15,2,4,20,99,22,49,1
ENSG00000287106.1,26,63,52,36,38,53,80,118,56,52,32,35,24,26,83,92
ENSG00000287107.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287108.1,7,10,2,3,4,6,15,3,1,3,2,10,13,5,5,1
ENSG00000287109.1,29,6,29,39,35,40,38,97,42,14,22,34,11,53,39,32
ENSG00000287110.1,54,20,14,28,13,51,52,48,21,14,35,12,27,30,24,41
ENSG00000287111.1,1,1,0,2,5,3,0,36,0,5,1,3,1,2,20,4
ENSG00000287112.1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
ENSG00000287113.1,1,6,1,3,3,6,6,7,3,3,4,5,0,8,7,4
ENSG00000287114.1,1,2,0,2,6,10,11,6,1,5,0,5,7,4,4,4
ENSG00000287115.1,2,6,14,4,9,6,7,5,9,3,1,6,2,4,14,3
ENSG00000287116.1,1,2,1,1,0,0,0,1,1,0,0,2,0,2,3,1
ENSG00000287117.1,43,36,19,70,24,53,714,127,29,62,23,19,5,48,155,198
ENSG00000287118.1,1,1,3,0,5,7,4,6,6,2,0,3,3,1,4,0
ENSG00000287119.1,4,6,3,9,3,1,5,4,3,4,3,6,7,1,6,0
ENSG00000287120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287121.1,20,37,25,17,14,13,25,72,34,14,10,13,24,20,38,18
ENSG00000287122.1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
ENSG00000287123.1,3,2,0,0,0,0,2,3,3,0,0,0,1,1,1,0
ENSG00000287124.1,6,3,4,5,7,4,4,12,6,5,7,2,12,5,13,10
ENSG00000287125.1,2,97,15,10,9,16,7,10,30,7,6,26,73,28,9,3
ENSG00000287126.1,22,32,29,19,28,49,37,47,43,19,32,25,8,24,34,19
ENSG00000287127.1,1,13,7,6,7,3,7,29,1,4,1,10,3,6,18,17
ENSG00000287128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287129.1,37,31,68,36,102,38,65,93,118,88,79,25,42,78,81,49
ENSG00000287130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287131.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287132.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287133.1,2,1,3,2,5,1,8,9,4,3,4,3,2,0,4,2
ENSG00000287134.1,160,214,266,200,166,275,210,440,488,188,261,119,356,371,361,243
ENSG00000287135.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ENSG00000287136.1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0
ENSG00000287137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287138.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000287139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287140.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000287141.1,124,112,106,92,144,107,132,153,130,90,116,143,143,171,155,69
ENSG00000287142.1,3,2,2,2,1,1,7,4,9,4,16,6,1,4,12,1
ENSG00000287143.1,1,2,1,0,2,0,3,2,1,1,2,2,3,2,0,1
ENSG00000287144.1,2,1,17,45,3,1,4,5,0,14,2,2,7,5,8,22
ENSG00000287145.1,21,9,45,34,24,27,41,66,12,34,33,28,5,106,84,109
ENSG00000287146.1,11,11,7,10,10,8,22,18,6,14,6,6,3,1,19,8
ENSG00000287147.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
ENSG00000287148.1,1,5,2,9,5,5,5,3,4,3,7,2,13,5,2,2
ENSG00000287149.1,11,5,13,40,30,10,22,159,6,45,2,3,17,14,85,75
ENSG00000287150.1,1,1,2,8,4,6,10,16,4,4,6,4,0,3,21,3
ENSG00000287151.1,681,817,1319,368,931,723,757,765,1449,520,1122,524,943,685,931,384
ENSG00000287152.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287153.1,10,12,4,15,5,6,3,20,4,10,6,6,30,8,17,8
ENSG00000287154.1,10,9,9,10,6,2,13,21,7,3,9,4,9,10,19,1
ENSG00000287155.1,18,18,6,15,15,23,21,31,11,17,8,12,15,11,27,16
ENSG00000287156.1,54,72,68,21,25,18,53,12,41,25,96,19,65,35,21,6
ENSG00000287157.1,4,10,9,12,15,19,26,23,14,7,17,6,0,7,16,11
ENSG00000287158.1,5,0,0,7,22,21,60,0,2,2,11,16,58,6,0,0
ENSG00000287159.1,31,0,5,37,1,3,3,3,0,3,0,1,3,3,0,6
ENSG00000287160.1,3,1,4,4,3,1,10,4,3,0,1,6,8,5,3,1
ENSG00000287161.1,1,8,5,6,1,2,9,12,7,8,1,3,7,8,12,5
ENSG00000287162.1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0
ENSG00000287163.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287164.1,36,89,50,49,22,90,57,40,50,26,31,61,59,74,48,27
ENSG00000287165.1,0,1,0,0,0,2,0,3,0,2,0,0,1,3,2,1
ENSG00000287166.1,0,1,4,2,4,4,0,13,1,3,2,7,6,3,16,5
ENSG00000287167.1,10,22,15,5,10,14,2,12,19,14,7,20,14,11,21,5
ENSG00000287168.1,13,31,13,16,8,39,12,23,8,9,9,14,7,5,12,13
ENSG00000287169.1,143,151,231,280,56,137,152,132,215,144,180,204,85,243,122,69
ENSG00000287170.1,16,12,9,17,11,6,23,11,8,8,6,25,6,9,8,16
ENSG00000287171.1,25,20,70,38,7,10,56,34,12,11,29,16,8,72,60,12
ENSG00000287172.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000287173.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000287174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287175.1,26,33,6,81,11,31,35,3,33,18,18,17,123,15,25,2
ENSG00000287176.1,0,0,0,1,0,0,2,4,4,0,0,0,14,3,1,1
ENSG00000287177.1,0,0,0,2,0,0,1,1,3,1,0,2,0,2,2,1
ENSG00000287178.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
ENSG00000287179.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000287180.1,90,107,142,155,152,202,239,269,184,113,186,73,199,209,259,139
ENSG00000287181.1,0,0,0,0,2,2,1,3,1,4,5,3,1,0,2,0
ENSG00000287182.1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1
ENSG00000287183.1,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0
ENSG00000287184.1,2,0,2,8,6,0,1,45,2,0,1,2,1,5,23,34
ENSG00000287185.1,5,22,26,15,23,7,26,25,23,11,20,18,36,22,23,2
ENSG00000287186.1,0,2,0,4,1,2,0,2,1,2,2,1,3,4,3,2
ENSG00000287187.1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
ENSG00000287188.1,62,82,80,157,64,121,177,67,40,83,61,31,76,199,89,46
ENSG00000287189.1,6,4,5,16,12,6,5,17,5,6,5,0,8,6,10,11
ENSG00000287190.1,3,1,2,4,2,1,2,1,0,4,3,7,1,2,0,6
ENSG00000287191.1,66,124,68,44,54,120,33,207,115,44,99,106,83,74,120,85
ENSG00000287192.1,7,5,5,5,5,6,8,3,5,8,3,8,1,2,9,4
ENSG00000287193.1,19,1,9,3,10,31,12,6,10,13,3,20,15,9,8,5
ENSG00000287194.1,1,1,1,2,1,0,2,2,0,0,0,1,1,6,2,1
ENSG00000287195.1,283,451,282,290,304,272,719,613,318,210,329,347,423,368,643,168
ENSG00000287196.1,2,1,0,0,0,3,0,2,0,1,0,1,0,2,1,0
ENSG00000287197.1,3,1,0,2,5,0,4,1,0,1,2,0,1,3,0,1
ENSG00000287198.1,6,6,25,6,8,59,16,4,3,4,12,2,16,4,10,7
ENSG00000287199.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287200.1,19,13,28,30,16,10,44,37,20,11,24,10,2,30,40,6
ENSG00000287201.1,148,156,132,166,143,117,204,87,236,116,427,170,231,135,93,64
ENSG00000287202.1,147,111,201,148,133,140,218,223,165,112,152,182,164,203,200,173
ENSG00000287203.1,2,3,2,0,1,2,5,2,2,0,1,1,1,2,2,0
ENSG00000287204.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287205.1,1,34,9,15,22,7,49,32,13,19,14,2,11,18,34,14
ENSG00000287206.1,0,0,1,0,1,2,7,1,2,0,1,1,0,4,1,0
ENSG00000287207.1,0,0,1,0,0,13,1,1,1,1,0,1,1,1,4,0
ENSG00000287208.1,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,1
ENSG00000287209.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
ENSG00000287210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287212.1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1
ENSG00000287213.1,0,4,0,0,1,0,3,2,0,2,0,0,1,3,1,1
ENSG00000287214.1,105,183,96,116,105,121,210,168,109,93,108,153,150,125,187,90
ENSG00000287215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287216.1,6,16,8,3,12,23,25,56,14,11,7,12,17,13,31,16
